111;81;19;40;100;1;100;1;30000;2000;1000;1000;300000;350000;0;0;40;255;100;1;0;150;
幽灵弓箭手;81;19;90;75;0;0;0;88888;0;0;0;0;250;0;0;45;150;400;1;0;300;
远古·幽灵教主(BOSS);81;19;100;100;0;0;0;1288888;0;50;100;1000;1500;0;0;45;150;400;1;0;300;
1111;81;19;40;100;1;100;1;30000;3000;1000;1000;300000;350000;0;0;40;255;100;1;0;150;
222;81;19;200;300;1;100;1;30000;3000;1000;1000;300000;350000;0;0;40;255;100;1;0;150;
2222;81;19;200;300;1;100;1;30000;3000;1000;1000;300000;350000;0;0;40;255;100;1;0;150;
火龙将军;81;19;130;100;0;0;0;88888;0;0;0;0;250;0;0;45;150;400;1;0;300;
远古·暴虐火龙(BOSS);81;19;843;300;0;0;0;1888888;0;50;100;1500;2000;0;0;45;150;400;1;0;300;
火龙狂刀;81;19;790;100;0;0;0;88888;0;0;0;0;250;0;0;45;150;400;1;0;300;
预留怪物6;115;19;0;0;0;0;0;50000;0;0;0;0;0;0;0;45;150;400;1;0;300;
远古·火龙教主(BOSS);81;19;160;150;0;0;0;1288888;0;50;100;1000;1500;0;0;45;150;400;1;0;300;
预留怪物7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
玛雅法师;81;19;170;150;0;0;0;88888;0;0;0;0;250;0;0;45;150;400;1;0;300;
预留怪物8;81;19;844;700;0;0;0;0;0;0;0;0;0;0;0;45;150;400;1;0;300;
上古·镇关神兽(BOSS);81;19;845;300;0;0;0;2888888;0;1000;1000;2000;2500;0;0;45;150;400;1;0;300;
太古·血魔元神(BOSS);115;19;710;300;0;0;0;3888888;0;100;200;2000;2500;0;0;45;150;400;1;0;300;
玛雅战士;81;19;180;150;0;0;0;88888;0;0;0;0;280;0;0;45;150;400;1;0;300;
上古·万年树妖(BOSS);115;19;863;300;0;0;0;1888888;0;100;200;2000;2500;0;0;45;150;400;1;0;300;
太古·玄冰神龙(BOSS);115;19;832;300;0;0;0;2888888;0;200;300;2000;2500;0;0;45;150;400;1;0;300;
预留怪物9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
远古·霸王教主(BOSS);81;19;220;220;0;0;0;1288888;0;50;100;700;1350;0;0;45;150;400;1;0;300;
千年妖僧;81;19;650;300;0;0;0;150000;0;500;500;700;700;0;0;45;150;400;1;0;300;
血煞天师;81;19;240;180;0;0;0;88888;0;0;0;0;280;0;0;45;150;400;1;0;300;
千年妖道;81;19;250;300;0;0;0;150000;0;500;500;700;700;0;0;45;150;400;1;0;300;
冥界魔女;81;19;260;180;0;0;0;88888;0;0;0;0;280;0;0;45;150;400;1;0;300;
远古·千蛛女王(精英);81;19;270;200;0;0;0;1288888;0;50;100;700;1350;0;0;45;150;400;1;0;300;
经验鱼;81;19;4690;255;0;0;0;350000;0;2000;2000;3500;8888;0;0;45;150;400;2;0;300;
预留怪物10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
远古·诛仙战神(BOSS);81;19;280;220;0;0;0;1288888;0;50;100;700;1350;0;0;45;150;400;1;0;300;
仙碑行者;81;19;290;290;0;0;0;150000;0;500;500;700;700;0;0;45;150;400;1;0;300;
轮回教主;81;19;300;200;0;0;0;88888;0;0;0;0;280;0;0;45;150;400;1;0;300;
太古·地狱幽灵(精英);81;19;310;300;0;0;0;1888888;0;1000;1000;1500;2500;0;0;45;150;400;1;0;300;
矮人族卫士;81;19;891;280;0;0;0;240000;0;700;700;1000;1500;0;0;45;150;400;1;0;300;
宝藏使者（活动）;81;19;420;6666;0;0;0;5000000;0;35000;35000;20000;88000;0;0;45;150;400;1;0;300;
远古·赤炎真君(BOSS);81;19;670;300;0;0;0;180000;0;2000;2000;2600;5300;0;0;0;0;0;0;0;0;
预留怪物11;81;19;0;2222;0;0;0;0;0;0;0;40000;60000;0;0;45;150;400;1;0;150;
活动·毁灭之神(BOSS);81;19;340;500;0;0;0;8888888;0;1500;1500;1500;2500;0;0;45;150;200;1;0;150;
活动·控魂女神(BOSS);81;19;350;500;0;0;0;8888888;0;1500;1500;1500;2500;0;0;45;150;200;1;0;150;
活动·审判之神(BOSS);81;19;360;500;0;0;0;8888888;0;1500;1500;1500;2500;0;0;45;150;200;1;0;150;
活动·杀戮之神(BOSS);81;19;370;500;0;0;0;8888888;0;1500;1500;1500;2500;0;0;45;150;200;1;0;150;
活动·罪恶之神(BOSS);81;19;380;500;0;0;0;8888888;0;1500;1500;1500;2500;0;0;45;150;200;1;0;150;
上古·赤血魔蝎(精英);81;19;870;270;0;0;0;1888888;0;700;700;1000;1000;0;0;45;150;200;1;0;150;
活动·力量之神(BOSS);81;19;390;500;0;0;0;8888888;0;1500;1500;1500;2500;0;0;45;150;400;1;0;300;
预留怪物12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
蛮荒战神;81;19;440;1800;0;0;0;0;0;0;0;0;0;0;0;45;150;400;1;0;300;
太古·天妖族统领(精英);81;19;190;280;0;0;0;1888888;0;1000;1000;1500;2000;0;0;45;150;400;1;0;300;
迷失幽灵;81;19;120;200;0;0;0;99999;0;0;0;500;700;0;0;45;150;400;1;0;300;
太古·梦貘族幽灵(BOSS);81;19;3190;1800;0;0;0;3888888;0;1500;1500;2000;2500;0;0;45;150;400;1;0;300;
远古·九界魔皇(BOSS)22;81;19;850;300;0;0;0;0;0;0;0;0;0;0;0;45;150;400;1;0;300;
=======小怪系列========;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
牛头战士;81;19;440;100;0;0;0;66666;0;0;0;0;200;0;0;45;150;400;1;0;300;
地狱左护卫;81;19;451;300;0;0;0;240000;0;700;700;1000;1200;0;0;45;150;400;1;0;300;
地狱刀斧手;81;19;452;2000;0;0;0;0;0;0;0;0;0;0;0;45;150;400;1;0;300;
啸月天狼;81;19;454;2000;0;0;0;0;0;0;0;0;0;0;0;45;150;400;1;0;300;
地狱右护卫;81;19;455;300;0;0;0;240000;0;700;700;1000;1200;0;0;45;150;400;1;0;300;
=======神威系列========;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
远古·幽灵统帅(BOSS);81;19;100;150;0;0;0;1288888;0;50;100;700;1350;0;0;45;150;400;1;0;300;
上古·恶魔教主(精英);81;19;720;280;0;0;0;1288888;0;50;100;1500;2000;0;0;45;150;400;1;0;300;
远古·护陵神将(BOSS);81;19;420;255;0;0;0;1888888;0;100;200;1200;1700;0;0;45;150;400;1;0;300;
上古·长角恶鬼(BOSS)222;81;19;500;350;0;0;0;850000;0;8500;8500;38000;48000;0;0;45;150;400;1;0;300;
预留怪物13;81;19;445;0;0;0;0;0;0;0;0;0;0;0;0;45;150;400;1;0;300;
鬼面行者;81;19;443;290;0;0;0;150000;0;500;500;700;700;0;0;45;150;400;1;0;300;
上古·万象玄雷兽(精英);81;19;884;255;0;0;0;1288888;0;50;100;1500;2000;0;0;45;150;400;1;0;300;
=======史诗系列========;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
上古·九天冥王(BOSS);81;19;1390;300;0;0;0;2888888;0;1000;1000;2000;2500;0;0;45;150;400;1;0;300;
上古·异形魔尊(BOSS);81;19;530;300;0;0;0;1888888;0;100;200;2000;2500;0;0;45;150;400;1;0;300;
远古·玄冥教主(BOSS);81;19;490;3500;0;0;0;420000;0;2500;2500;3500;4800;0;0;45;150;400;1;0;300;
上古·蛮荒战神(BOSS);81;19;190;3500;0;0;0;45000000;0;120000;120000;150000;200000;0;0;45;150;400;1;0;300;
远古·九幽地冥兽(BOSS);81;19;510;300;0;0;0;2888888;0;100;200;2000;2500;0;0;45;150;400;1;0;300;
太古·赤虹仙尊(BOSS);81;19;540;290;0;0;0;2888888;0;1000;1000;2000;2500;0;0;45;150;400;1;0;300;
太古·巨灵仙尊(BOSS);81;19;570;290;0;0;0;2888888;0;1000;1000;2000;2500;0;0;45;150;400;1;0;300;
预留怪物14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
远古·玛雅守护神(BOSS);81;19;190;180;0;0;0;1888888;0;100;200;1000;1500;0;0;45;150;400;1;0;300;
远古·巨蝎魔王(BOSS);81;19;780;255;0;0;0;1888888;0;0;0;0;1200;0;0;45;150;400;1;0;300;
上古·极地冰狐(精英);81;19;560;260;0;0;0;1888888;0;700;700;1000;1500;0;0;45;150;400;1;0;300;
毒蜘蛛;81;19;842;180;0;0;0;0;0;0;0;0;0;0;0;45;150;400;1;0;300;
轮回战士;81;19;820;180;0;0;0;99999;0;0;0;500;700;0;0;45;150;400;1;0;300;
远古·千年树妖(BOSS);115;19;863;300;0;0;0;1888888;0;50;100;1500;2000;0;0;45;150;400;1;0;300;
上古·天蛛女皇(BOSS);81;19;2390;300;0;0;0;3888888;0;1500;1500;2000;2500;0;0;45;150;400;1;0;300;
远古·逆焰神王(BOSS);81;19;670;4500;0;0;0;110000;0;2000;2000;2000;2500;0;0;45;150;400;1;0;300;
预留怪物15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
幽冥火狐;81;19;561;260;0;0;0;150000;0;500;500;700;700;0;0;45;150;400;1;0;300;
预留怪物16;81;19;445;0;0;0;0;70000;0;0;0;0;0;0;0;45;150;400;1;0;300;
上古·血魔护法(精英);81;19;892;280;0;0;0;1288888;0;50;100;1500;2000;0;0;45;150;400;1;0;300;
上古·血魔教主(BOSS);81;19;893;300;0;0;0;1888888;0;100;200;2000;2500;0;0;45;150;400;1;0;300;
上古·玄冰教主(BOSS);81;19;894;255;0;0;0;1888888;0;100;200;2000;2500;0;0;45;150;400;1;0;300;
预留怪物17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
太古·镇山神将(BOSS);81;19;340;300;0;0;0;4888888;0;1500;1500;2500;3000;0;0;45;100;400;1;0;300;
上古·玄冰刀斧手(精英);81;19;895;220;0;0;0;1288888;0;50;100;1500;2000;0;0;45;100;400;1;0;300;
玄冰独角兽;81;19;462;180;0;0;0;99999;0;0;0;500;700;0;0;45;100;400;1;0;300;
地狱·结界守护神(精英);81;19;500;5555;0;0;0;50000;0;0;0;0;0;0;0;45;100;400;1;0;300;
远古·镇关罗汉(BOSS);81;19;660;300;0;0;0;3888888;0;1000;1000;2000;2500;0;0;45;100;400;1;0;300;
玄冰魔蝎;81;19;881;180;0;0;0;99999;0;0;0;500;700;0;0;45;100;400;1;0;300;
预留怪物18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
远古·梦貘聚灵兽(精英);81;19;680;300;0;0;0;1888888;0;700;700;1000;1500;0;0;45;100;400;1;0;300;
太古·弑魂教主(BOSS);81;19;700;300;0;0;0;3888888;0;1500;1500;2500;3200;0;0;45;100;400;1;0;300;
裂地骑士;81;19;844;270;0;0;0;150000;0;500;500;700;700;0;0;45;100;400;1;0;300;
太古·烛龙守护神(BOSS)2;81;19;380;300;0;0;0;1000000;0;0;0;0;0;0;0;45;100;400;1;0;300;
血魔金刚;81;19;150;255;0;0;0;99999;0;0;0;500;700;0;0;45;100;400;1;0;300;
预留怪物19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
千年幽灵;81;19;841;250;0;0;0;240000;0;700;700;1000;1000;0;0;45;100;400;1;0;300;
上古·幽灵骑士(精英);81;19;835;250;0;0;0;1888888;0;1000;1000;1500;2000;0;0;45;100;400;1;0;300;
血魔守护神;81;19;834;6666;0;0;0;300000000;0;0;0;0;0;0;0;45;100;400;1;0;300;
上古·千年妖狐(BOSS);81;19;1490;300;0;0;0;2888888;0;1000;1000;2000;2500;0;0;45;100;400;1;0;300;
远古·恶魔统帅(精英);81;19;720;6666;0;0;0;300000000;0;0;0;0;0;0;0;45;100;400;1;0;300;
----------------------;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
=======深渊系列========;81;19;0;200;1;1;1;50000000;0;0;0;0;0;0;0;45;150;400;1;0;300;
深渊恶魔;81;19;690;3000;1;1;1;200000;10000;0;0;25000;45000;0;0;45;150;400;1;0;300;
预留怪物20;115;19;770;4000;1;1;1;20000;0;0;0;0;0;0;0;45;150;400;1;0;300;
福利怪;115;19;790;5000;1;1;1;20000;0;0;0;0;0;0;0;45;150;400;1;0;300;
=======团战模式========;156;156;0;999;1;1;1;99999999;0;0;0;0;0;0;0;45;150;400;1;0;300;
防御塔1;156;156;111;999;1;1;1;500000;20000;1000;1000;350000;400000;0;0;45;150;400;1;0;300;
防御塔2;156;156;112;999;1;1;1;500000;20000;1000;1000;350000;400000;0;0;45;150;400;1;0;300;
防御塔3;156;156;113;999;1;1;1;500000;20000;1000;1000;350000;400000;0;0;45;150;400;1;0;300;
能量水晶4;156;156;114;999;0;0;1;99999999;1;1000;1000;350000;400000;0;0;0;0;0;0;0;0;
能源水晶5;156;156;115;999;0;0;1;99999999;1;1000;1000;350000;400000;0;0;45;100;400;1;0;300;
预留111111111;156;156;116;999;0;0;1;50000000;0;0;0;0;0;0;0;45;100;400;1;0;300;
强化神兽110;156;156;990;999;1;1;1;99999999;0;99999999;99999999;1000;1000;0;0;45;254;400;2;0;300;
=======福利怪========;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
神秘领主;81;19;790;3;0;0;1;100000;0;0;0;0;0;0;0;45;100;400;1;0;300;
活动·幻境使者;81;19;843;999;0;0;0;2900000;0;25000;25000;30000;45000;0;0;45;100;400;1;0;300;
团战守护神石;136;75;216;999;0;0;0;0;0;0;0;0;0;0;0;45;60;400;1;0;300;
活动备用;81;19;1450;0;0;0;0;0;0;0;0;0;0;0;0;45;100;400;1;0;300;
=======活动类========;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
财神送宝【激情Boss】;81;19;420;0;0;0;0;0;0;0;0;0;0;0;0;45;100;400;1;0;300;
天帝冥王【远古BOSS】;81;19;420;999;0;0;0;0;0;0;0;0;0;0;0;45;100;400;1;0;300;
神器教主【远古BOSS】;81;19;430;999;0;0;0;0;0;0;0;0;0;0;0;45;100;400;1;0;300;
防御塔11;156;156;118;999;0;0;0;500000;20000;1000;1000;350000;400000;0;0;45;100;400;1;0;300;
防御塔22;156;156;119;999;0;0;0;500000;20000;1000;1000;350000;400000;0;0;45;100;400;1;0;300;
防御塔33;156;156;120;999;0;0;0;500000;20000;1000;1000;350000;400000;0;0;45;100;400;1;0;300;
能量水晶44;156;156;121;999;0;0;0;99999999;1;1000;1000;350000;400000;0;0;45;100;400;1;0;300;
能源水晶55;156;156;122;999;0;0;0;99999999;1;1000;1000;350000;400000;0;0;45;100;400;1;0;300;
=======十二星宫========;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
梦貘族守卫;81;19;461;300;0;0;0;150000;0;500;500;700;1000;0;0;45;100;400;1;0;300;
预留怪物21;81;19;461;500;0;0;0;0;0;0;0;0;0;0;0;45;100;400;1;0;300;
镇关守卫;81;19;811;300;0;0;0;360000;0;1000;1000;1000;1500;0;0;45;100;400;1;0;300;
太古·镇关天将(精英);81;19;812;300;0;0;0;1888888;0;1200;1200;1200;1800;0;0;45;100;400;1;0;300;
太古·镇关神将(BOSS);81;19;812;300;0;0;0;48000000;0;380000;380000;400000;440000;0;0;45;100;400;1;0;300;
上古·技能使者(精英);81;19;80;255;0;0;0;1288888;0;0;0;500;700;0;0;45;100;400;1;0;300;
招财猪;81;19;90;255;0;0;0;950000;0;30000;30000;20000;55000;0;0;45;100;400;1;0;300;
活动·招财猪;81;19;90;255;0;0;0;150000;0;0;0;500;700;0;0;45;100;400;1;0;300;
上古·天帝冥王(BOSS);81;19;3590;300;0;0;0;1288888;0;0;0;500;700;0;0;45;100;400;1;0;300;
活动·天帝武士;81;19;91;255;0;0;0;395000;0;0;0;0;0;0;0;45;100;400;1;0;300;
活动·神器教主(BOSS);81;19;81;255;0;0;0;795000;0;0;0;0;0;0;0;45;100;400;1;0;300;
活动·神技教主(BOSS);81;19;464;4000;0;0;0;15000000;0;30000;30000;55000;70000;0;0;45;100;400;1;0;300;
梦貘族力士;81;19;880;300;0;0;0;150000;0;500;500;700;1000;0;0;45;100;400;1;0;300;
远古·梦貘族女神(BOSS);81;19;350;300;0;0;0;2888888;0;1000;1000;2000;2500;0;0;45;100;400;1;0;300;
深渊恶魔1;81;19;1290;3000;1;1;1;200000;10000;0;0;1200;1500;0;0;45;150;400;1;0;300;
深渊恶魔2;81;19;4290;3000;1;1;1;200000;10000;0;0;1200;1500;0;0;45;150;400;1;0;300;
深渊恶魔3;81;19;813;3000;1;1;1;200000;10000;0;0;1200;1500;0;0;45;150;400;1;0;300;
深渊恶魔4;81;19;814;3000;1;1;1;200000;10000;0;0;1200;1500;0;0;45;150;400;1;0;300;
深渊恶魔5;150;19;0;350;0;100;5000;999999;-1;999999;999999;0;0;20000;20000;45;100;400;1;0;300;
深渊恶魔6;150;19;0;350;0;100;5000;999999;-1;999999;999999;0;0;20000;20000;45;100;400;1;0;300;
深渊恶魔7;150;19;0;350;0;100;5000;999999;-1;999999;999999;0;0;25000;25000;45;100;400;1;0;300;
深渊恶魔8;150;19;0;350;0;100;5000;999999;-1;999999;999999;0;0;25000;25000;45;100;400;1;0;300;
经验使者;81;19;8290;255;0;100;5000;66666;0;0;0;300;500;0;0;45;100;400;1;0;300;
上古·经验统领(精英);81;19;8390;350;0;100;5000;1288888;0;0;0;500;700;0;0;45;100;400;1;0;300;
预留怪物33;81;19;8490;350;0;100;5000;5500000;0;120000;120000;180000;200000;0;0;45;100;400;1;0;300;
预留怪物33;81;19;0;350;0;100;5000;0;0;0;0;0;0;0;0;45;100;400;1;0;300;
瘟疫神龟;81;19;1190;255;0;100;5000;150000;0;500;500;700;700;0;0;45;100;400;1;0;300;
上古·瘟疫血猿(精英);81;19;1090;300;0;100;5000;1888888;0;700;700;1000;1500;0;0;45;100;400;1;0;300;
上古·瘟疫之神(BOSS);81;19;1290;350;0;100;5000;2888888;0;1000;1000;2000;2500;0;0;45;100;400;1;0;300;
堕落护卫;81;19;1590;255;0;100;5000;150000;0;500;500;700;700;0;0;45;100;400;1;0;300;
上古·堕落统领(精英);81;19;1690;300;0;100;5000;1888888;0;700;700;1000;1500;0;0;45;100;400;1;0;300;
上古·堕落之神(BOSS);81;19;1790;350;0;100;5000;2888888;0;1000;1000;2000;2500;0;0;45;100;400;1;0;300;
九天冰狼;81;19;461;255;0;100;5000;150000;0;500;500;700;700;0;0;45;100;400;1;0;300;
上古·狂刀将军(精英);81;19;1890;300;0;100;5000;1888888;0;700;700;1000;1500;0;0;45;100;400;1;0;300;
上古·异形魔皇(BOSS);81;19;1990;350;0;100;5000;2888888;0;1000;1000;2000;2500;0;0;45;100;400;1;0;300;
雷鸣侍卫;81;19;2090;255;0;100;5000;240000;0;700;700;1000;1000;0;0;45;100;400;1;0;300;
太古·赤炎金虎(精英);81;19;2190;300;0;100;5000;1888888;0;700;700;1000;1500;0;0;45;100;400;1;0;300;
太古·九天唤雷兽(BOSS);81;19;2290;350;0;100;5000;3888888;0;1500;1500;2500;3000;0;0;45;100;400;1;0;300;
荒芜力士;81;19;840;255;0;100;5000;240000;0;700;700;1000;1500;0;0;45;100;400;1;0;300;
太古·骷髅将军(精英);81;19;3090;300;0;100;5000;1888888;0;1000;1000;1500;2000;0;0;45;100;400;1;0;300;
太古·破坏之神(BOSS);81;19;2590;500;0;100;5000;5888888;0;1500;1500;2500;3000;0;0;45;100;400;1;0;300;
湮灭守护神;81;19;2790;255;0;100;5000;240000;0;700;700;1000;1500;0;0;45;100;400;1;0;300;
太古·湮灭教主(精英);81;19;813;300;0;100;5000;1888888;0;1000;1000;1500;2000;0;0;45;100;400;1;0;300;
太古·湮灭之神(BOSS);81;19;500;500;0;100;5000;3888888;0;1500;1500;2500;3000;0;0;45;100;400;1;0;300;
太古·狂刀魔王(BOSS);81;19;2490;350;0;100;5000;3888888;0;1500;1500;2000;2500;0;0;45;100;400;1;0;300;
上古·宝藏使者(精英);81;19;3290;300;0;100;5000;1288888;0;350;350;1000;1800;0;0;45;100;400;1;0;300;
重力恶魔;81;19;3390;255;0;100;5000;140000;0;200;200;700;1500;0;0;45;100;400;1;0;300;
上古·巨斧战神(BOSS);81;19;3490;350;0;100;5000;4888888;0;1500;1500;2000;2500;0;0;45;100;400;1;0;300;
上古·贪婪统领(BOSS);81;19;3590;350;0;100;5000;2888888;0;800;800;1000;1500;0;0;45;100;400;1;0;300;
上古·狂暴恶魔(BOSS);81;19;3690;350;0;100;5000;1888888;0;500;500;1500;2500;0;0;45;100;400;1;0;300;
太古·逆天之神(BOSS);81;19;3790;500;0;100;5000;5888888;0;1800;1800;2500;3300;0;0;45;100;400;1;0;300;
天命斧卫;81;19;3890;255;0;100;5000;360000;0;1000;1000;1000;1500;0;0;45;100;400;1;0;300;
上古·天命使者(精英);81;19;3990;300;0;100;5000;1888888;0;1000;1000;1500;2000;0;0;45;100;400;1;0;300;
上古·灵魂之主(BOSS);81;19;4090;350;0;100;5000;3888888;0;1500;1500;2000;2500;0;0;45;100;400;1;0;300;
上古·铁臂金刚(BOSS);81;19;4190;350;0;100;5000;1888888;0;1000;1000;1500;2000;0;0;45;100;400;1;0;300;
上古·贪婪之神(BOSS);81;19;4290;500;0;100;5000;5888888;0;1500;1500;2000;3000;0;0;45;100;400;1;0;300;
上古·贪婪之主(BOSS);81;19;4390;350;0;100;5000;3888888;0;1000;1000;1500;2500;0;0;45;100;400;1;0;300;
上古·暗黑魔女(精英);81;19;4490;300;0;100;5000;1288888;0;50;100;1200;1500;0;0;45;100;400;1;0;300;
缚灵卫士;81;19;4590;255;0;100;5000;120000;0;300;300;700;1000;0;0;45;100;400;1;0;300;
食人鱼;81;19;4690;255;0;100;5000;1800000;0;85000;85000;100000;140000;0;0;45;100;400;1;0;300;
上古·剑齿鲨(精英);81;19;410;255;0;100;5000;3200000;0;120000;120000;120000;180000;0;0;45;100;400;1;0;300;
上古·嗜灵巨鲲(BOSS);81;19;4790;255;0;100;5000;0;0;0;0;0;0;0;0;45;100;400;1;0;300;
------追加怪物-----;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
远古·枯木老妖(BOSS);81;19;5090;55;0;100;5000;1888888;0;0;0;0;1500;0;0;45;100;400;1;0;300;
远古·幽灵鬼斧(BOSS);81;19;5190;55;0;100;5000;1888888;0;0;0;0;1500;0;0;45;100;400;1;0;300;
上古·玄冰战神(BOSS);81;19;5290;300;0;100;5000;3888888;0;300;500;2500;3000;0;0;45;100;400;1;0;300;
太古·玄冰之主(BOSS);81;19;5390;350;0;100;5000;880000;0;2500;3000;4880;4500;0;0;45;100;400;1;0;300;
太古·抉择之主(BOSS);81;19;5490;350;0;100;5000;2888888;0;100;200;2000;2500;0;0;45;100;400;1;0;300;
上古·血魔战神(BOSS);81;19;5590;500;0;100;5000;2888888;0;100;200;2000;2500;0;0;45;100;400;1;0;300;
血魔蜘蛛;81;19;5690;350;0;100;5000;99999;0;0;0;500;700;0;0;45;100;400;1;0;300;
